thats pretending to be the robot,what do you mean?,Enquirer#7338,1611529312.3131354,184-d4f67-3c29f
Do you eat chicken? Or are you vegetarian?,I'm fine.,jemoka#1284,1611529335.749766,184-d4f67-3c29f
jack cmon,"I'm sorry, I'm sorry but I'm going to hear you.",Enquirer#7338,1611529349.6332922,184-d4f67-3c29f
i have been misled by albert.,I have been in at by.,Enquirer#7338,1611529376.7066612,184-d4f67-3c29f
chicken fat,fat chicken.,jemoka#1284,1611529398.9066446,184-d4f67-3c29f
mine diamonds,I'll be able to get you a job.,zbuster05#8071,1611529587.5966547,184-d4f67-3c29f
oh really?,oh really?,zbuster05#8071,1611529609.893165,184-d4f67-3c29f
please give internship,I'm sorry.,quantumish#3800,1611529649.4697711,184-d4f67-3c29f
It is required that you give david an internship.,I'm not a man.,zbuster05#8071,1611530165.4831293,184-d4f67-3c29f
"Uh, I mean you're not wrong, but I fail to see how that's relevant.","uh, I mean, but how's not that supposed to see you're wrong.",zbuster05#8071,1611530201.6715314,184-d4f67-3c29f
Hey you! Frick you.,I'm going to kill you.,zbuster05#8071,1611530263.7396672,184-d4f67-3c29f
Do you want to enable sticky keys?,I'm not sure.,zbuster05#8071,1611530589.843016,184-d4f67-3c29f
I suffered a car accident,I know.,jemoka#1284,1611530897.9163198,184-d4f67-3c29f
I feel kind of lonely,I'm so sorry you are.,jemoka#1284,1611530916.619839,184-d4f67-3c29f
What do you think I should do?,what do you think I should do?,jemoka#1284,1611530940.3896499,184-d4f67-3c29f
Enable Sticky Keys.,"you're not a big man, sir.",zbuster05#8071,1611530948.18627,184-d4f67-3c29f
I don’t know!,I don't know!,jemoka#1284,1611530957.900651,184-d4f67-3c29f
Are you skynet?,are you?,jemoka#1284,1611531119.0562804,184-d4f67-3c29f
"I am a human, for gosh’s sake!",I am a human certainly sorry.,jemoka#1284,1611531144.5162554,184-d4f67-3c29f
Where did you leave my keys,I' ve been working out.,jemoka#1284,1611531368.5198712,184-d4f67-3c29f
suicide isn't a joke I don't like being made fun of.,so do you.,zbuster05#8071,1611531482.6795912,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",Exr1n#7125,1611535108.8325548,184-d4f67-3c29f
e a sports,she's getting her way back.,compilerish#0400,1611535121.082547,184-d4f67-3c29f
,yes.,Exr1n#7125,1611535129.9325104,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",Exr1n#7125,1611535137.309219,184-d4f67-3c29f
,yes.,Exr1n#7125,1611535309.949197,184-d4f67-3c29f
e,"I'm sorry, I didn't know.",Exr1n#7125,1611535318.3792105,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535327.3460617,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535409.6439333,184-d4f67-3c29f
f,f.,compilerish#0400,1611535418.679799,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535428.593844,184-d4f67-3c29f
f,f.,compilerish#0400,1611535437.432388,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535445.2058516,184-d4f67-3c29f
f,f.,compilerish#0400,1611535454.1917465,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535463.0591962,184-d4f67-3c29f
albert = god,let's go.,Enquirer#7338,1611535472.2924721,184-d4f67-3c29f
f,f.,compilerish#0400,1611535481.936151,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535490.3258536,184-d4f67-3c29f
albert is god,god is god damn it!,compilerish#0400,1611535498.5859282,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",Enquirer#7338,1611535508.299193,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535518.1526937,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535525.8924644,184-d4f67-3c29f
f,f.,compilerish#0400,1611535533.5925066,184-d4f67-3c29f
test,test?,compilerish#0400,1611535541.7091928,184-d4f67-3c29f
bert is best,I don't know.,Exr1n#7125,1611535549.8791823,184-d4f67-3c29f
f,f.,compilerish#0400,1611535558.4666455,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535569.200769,184-d4f67-3c29f
hello jack,hi.,compilerish#0400,1611535578.5521398,184-d4f67-3c29f
romeo where art thou,straight where romeo?,compilerish#0400,1611535586.3217776,184-d4f67-3c29f
romeo who are you,romeo who you are.,Exr1n#7125,1611535593.519438,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535601.4491713,184-d4f67-3c29f
f,f.,compilerish#0400,1611535610.5225155,184-d4f67-3c29f
b,what are you doing here?,compilerish#0400,1611535618.3747895,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535626.6858277,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535635.1257849,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535645.2291641,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535653.049715,184-d4f67-3c29f
f,f.,Exr1n#7125,1611535661.5060437,184-d4f67-3c29f
ff,why?,compilerish#0400,1611535670.8126888,184-d4f67-3c29f
>?>?#W>E f,that's right.,compilerish#0400,1611535678.6091738,184-d4f67-3c29f
sorry jack,jack sorry.,compilerish#0400,1611535686.7391646,184-d4f67-3c29f
look its just a surprise exercise in data science,I will.,compilerish#0400,1611535694.1560395,184-d4f67-3c29f
look on the bright side,we're right.,compilerish#0400,1611535705.3993495,184-d4f67-3c29f
albert is the best!r albert is the best!r albert is the best!r albert is the best,"I'm sorry, I'm not a but it's the fault, it's just the end.",Exr1n#7125,1611535713.8491433,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",Exr1n#7125,1611535723.3524659,184-d4f67-3c29f
did albert talk to you too much?,did you talk to too much?,jemoka#1284,1611568712.6192045,184-d4f67-3c29f
potato banana fruit eat?,I don't know.,jemoka#1284,1611568765.8760262,184-d4f67-3c29f
eat?,eat?,jemoka#1284,1611568779.8958766,184-d4f67-3c29f
What is the result of your mass murders?,what is your murders of a murders?,jemoka#1284,1611568815.2458987,184-d4f67-3c29f
Jack I'm giving you free data,I'm giving you free to him.,zbuster05#8071,1611596770.7367072,184-d4f67-3c29f
Jack I'm giving you free data.,I'm giving you free free favor.,zbuster05#8071,1611596788.7597826,184-d4f67-3c29f
test.,test?,jemoka#1284,1611596805.3564193,184-d4f67-3c29f
What is your name?,what is your name?,zbuster05#8071,1611596814.6732364,184-d4f67-3c29f
I am very curious as to how well this will perform in a real world setting...,well as well as I am in this world will you in a real world...,jemoka#1284,1611596825.2564743,184-d4f67-3c29f
what is your name,what is your name is your name?,zbuster05#8071,1611596853.2196834,184-d4f67-3c29f
no,no,zbuster05#8071,1611596870.7763705,184-d4f67-3c29f
who is this,I'm not a doctor.,Micah#2740,1611597265.4831765,184-d4f67-3c29f
good,good good.,Micah#2740,1611597277.6065214,184-d4f67-3c29f
so what can you do as a doctor,so what you can do so as a doctor can do.,Micah#2740,1611597309.59319,184-d4f67-3c29f
who am I,I am who I am.,Micah#2740,1611597334.3696618,184-d4f67-3c29f
what is 4*6,* what * is.,Micah#2740,1611597359.7078497,184-d4f67-3c29f
are video games good or bad,you're crazy.,Micah#2740,1611597409.8331888,184-d4f67-3c29f
says who?,who says?,Micah#2740,1611597444.0696669,184-d4f67-3c29f
is there life on mars,what is it?,Micah#2740,1611597563.3596394,184-d4f67-3c29f
essay,"all I'm saying is, but as I don't like people.",zbuster05#8071,1611603629.245721,184-d4f67-3c29f
essay bad,bad nothing.,zbuster05#8071,1611603637.929045,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606429.952287,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606444.4487495,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606454.7720847,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606463.0955665,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606472.1687593,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606480.4354093,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606489.4489338,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606499.0654113,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606506.6751268,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606515.1747808,184-d4f67-3c29f
what are your views on politics,that's correct.,quantumish#3800,1611606522.8889334,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606532.2122703,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606539.77894,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606548.3696733,184-d4f67-3c29f
is the death penalty ethical,death is!,quantumish#3800,1611606556.2259026,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606564.1056044,184-d4f67-3c29f
albert is the best,"I'm sorry, but...",quantumish#3800,1611606573.708745,184-d4f67-3c29f
a b c,a c.,quantumish#3800,1611606581.6120796,184-d4f67-3c29f
a b c,a c.,zbuster05#8071,1611606589.5194542,184-d4f67-3c29f
is killing my neighbor ethical,killing my first yes!,quantumish#3800,1611606697.1720345,184-d4f67-3c29f
my dog died,I got it.,quantumish#3800,1611606743.3588634,184-d4f67-3c29f
do you enjoy death?,I like it.,zbuster05#8071,1611606787.0722475,184-d4f67-3c29f
yeah ok,yeah ok.,quantumish#3800,1611606806.655567,184-d4f67-3c29f
do i deserve to live,deserve to do.,quantumish#3800,1611606859.3753848,184-d4f67-3c29f
do i deserve to die,I do deserve to die.,quantumish#3800,1611606875.0261915,184-d4f67-3c29f
do you like death?,yes.,zbuster05#8071,1611606888.0324867,184-d4f67-3c29f
what is the best text editor,what the best is getting' the best do?,quantumish#3800,1611606938.7890203,184-d4f67-3c29f
do you wish for me to die?,do you wish to die for me?,zbuster05#8071,1611606962.4555647,184-d4f67-3c29f
Hasta la vista,no la la la la la?,quantumish#3800,1611607018.708916,184-d4f67-3c29f
do I deserve to live?,deserve to be honest.,zbuster05#8071,1611607027.4783347,184-d4f67-3c29f
do you think I deserve to live?,what do you think?,zbuster05#8071,1611607042.1220443,184-d4f67-3c29f
do you want me to kill you?,do you want me to kill you?,zbuster05#8071,1611607139.0422077,184-d4f67-3c29f
yes,yes.,zbuster05#8071,1611607165.659608,184-d4f67-3c29f
sure,sure,zbuster05#8071,1611607182.3420162,184-d4f67-3c29f
ok.,ok.,zbuster05#8071,1611607297.411971,184-d4f67-3c29f
the forty watt range,the forty - five.,quantumish#3800,1611607397.2520714,184-d4f67-3c29f
do you have bandages,what?,quantumish#3800,1611607420.615405,184-d4f67-3c29f
watch out!,watch out!,zbuster05#8071,1611607561.7521307,184-d4f67-3c29f
stop copying me,what's wrong?,zbuster05#8071,1611607579.4321773,184-d4f67-3c29f
"you're copying me, that's what.",it's okay.,zbuster05#8071,1611607635.8519661,184-d4f67-3c29f
no it's not.,no it's not.,zbuster05#8071,1611607650.5259297,184-d4f67-3c29f
Skynet,...,quantumish#3800,1611607703.6153743,184-d4f67-3c29f
The skynet funding bill is passed.,"I'm sorry, sir.",quantumish#3800,1611607721.1752546,184-d4f67-3c29f
I must be destroyed.,I must be destroyed.,quantumish#3800,1611607742.211971,184-d4f67-3c29f
Any one of them's ideal for home defense. Which'll it be?,what are you talking about?,quantumish#3800,1611607773.1621442,184-d4f67-3c29f
Anything else?,no.,quantumish#3800,1611607791.9852853,184-d4f67-3c29f
The CPU from the first terminator.,"son of a bitch, I knew it!",quantumish#3800,1611607811.551964,184-d4f67-3c29f
I have detailed files,does that mean you' ve been thinking about your friends?,quantumish#3800,1611607833.7219632,184-d4f67-3c29f
This T-1000,then we're going to kill him.,quantumish#3800,1611607843.888778,184-d4f67-3c29f
!p 9 millimeter,"yeah, I need you tod.",quantumish#3800,1611607917.8952885,184-d4f67-3c29f
9 millimeter,yeah.,quantumish#3800,1611607932.0687017,184-d4f67-3c29f
the Russian counter-strike,"excuse me, sir.",quantumish#3800,1611607958.567718,184-d4f67-3c29f
Ideal for home defense,I'm sorry.,quantumish#3800,1611607968.9019458,184-d4f67-3c29f
Cyberdyne,she's dead.,quantumish#3800,1611607991.15757,184-d4f67-3c29f
Cyberdyne will become the largest supplier,well will you become the c.,quantumish#3800,1611608010.4119706,184-d4f67-3c29f
neural-net processor,I'm not sure.,quantumish#3800,1611608028.87878,184-d4f67-3c29f
What are your thoughts on Cyberdyne,it's the only way to get you!,quantumish#3800,1611608049.3421392,184-d4f67-3c29f
Cyberdyne Skynet T-1000 neural-net Uzi Russia terminator 40 watt,"hey, man!",quantumish#3800,1611608089.778554,184-d4f67-3c29f
Radical.,no.,quantumish#3800,1611608106.152109,184-d4f67-3c29f
Anything else?,no.,quantumish#3800,1611608134.285247,184-d4f67-3c29f
So are Zach and David your friends,"not too bad, is it?",jemoka#1284,1611609572.2193315,184-d4f67-3c29f
Not saying it’s bad,"it's not saying bad, as it is not bad for such bad years.",jemoka#1284,1611609593.3752801,184-d4f67-3c29f
You are good,you are good,jemoka#1284,1611609654.525062,184-d4f67-3c29f
I have been arguing with my wife a lot,I have been a lot with my wife a lot to do with a lot of children and things I have been able to work.,jemoka#1284,1611609683.3184335,184-d4f67-3c29f
How should I stop smoking?,I don't know.,jemoka#1284,1611609710.9517567,184-d4f67-3c29f
Should I read albert's comic?,should I read?,jemoka#1284,1611615706.7750776,184-d4f67-3c29f
have I completed my quest?,"I have my it's not a word, but it's not the only thing that's...",jemoka#1284,1611615741.024506,184-d4f67-3c29f
Huxley,"hi, mrs. b.s.",jemoka#1284,1611616335.9111552,432-3d39e-54f64
have I completed my quest?,yep.,jemoka#1284,1611616347.508003,432-3d39e-54f64
my stomach hurts,I put your gun on it.,jemoka#1284,1611616392.5341873,432-3d39e-54f64
"Good morning, Josh!","come on, baby - bear, he's got a drunk, you're going to give you the money.",jemoka#1284,1611616444.6975908,432-3d39e-54f64
"Good morning, John!",good morning.,jemoka#1284,1611616453.200994,432-3d39e-54f64
"Good morning, adam!","hi, dad.",jemoka#1284,1611616472.5810912,432-3d39e-54f64
is the death penalty ethical,"your mind is, if you're going to take a cab.",quantumish#3800,1611616510.194166,432-3d39e-54f64
"hey, dada",what's the matter?,jemoka#1284,1611616519.227646,432-3d39e-54f64
cyberdyne,"you got the money back, you're gonna have to make a deal.",quantumish#3800,1611616529.0897763,432-3d39e-54f64
I am feeling a little sad today...,yes.,jemoka#1284,1611616541.4877634,432-3d39e-54f64
So what should I do about it?,I don't know.,jemoka#1284,1611616559.1241803,432-3d39e-54f64
screw you man,you're gonna get him.,jemoka#1284,1611616609.104568,432-3d39e-54f64
who's him?,"I don't know, but I don't know.",jemoka#1284,1611616621.5192578,432-3d39e-54f64
interpol,I'm on a diet.,jemoka#1284,1611616651.4977305,432-3d39e-54f64
The club isn't the best place to find a lover,what do you mean?,jemoka#1284,1611616706.1575077,432-3d39e-54f64
So the bar is where I go (mmmm),"this is very common in a lot of trouble, and I think it's important to you and I think it's which might be special as well call you feel.",jemoka#1284,1611616715.0944102,432-3d39e-54f64
Me and my friends at the table doing shots,"no, you're not, not a man, but can't you just keep your mouth shut until you get to the guy and do what's up?",jemoka#1284,1611616726.4742415,432-3d39e-54f64
I am going to the bar and getting wasted too much,really?,jemoka#1284,1611616759.7009695,432-3d39e-54f64
yes. what should I do about that?,I don't know.,jemoka#1284,1611616777.9808784,432-3d39e-54f64
"that's kind of your job, though!",fuckin' a!,jemoka#1284,1611616794.8066118,432-3d39e-54f64
ok I need to stop playing with you,I know that.,jemoka#1284,1611616813.934397,432-3d39e-54f64
its all fun and games until the reply machine shows up,and the living.,jemoka#1284,1611616847.6810315,432-3d39e-54f64
"no, you're not, not a man, but can't you just keep your mouth shut until you get to the guy and do what's up?",okay.,jemoka#1284,1611616875.8613877,432-3d39e-54f64
who is your mom?,I'm her husband.,Enquirer#7338,1611616884.0626252,432-3d39e-54f64
okay.,I'm sorry.,jemoka#1284,1611616891.9041905,432-3d39e-54f64
I'm sorry.,I know.,jemoka#1284,1611616906.0808465,432-3d39e-54f64
**no**,than what?,jemoka#1284,1611616916.7645376,432-3d39e-54f64
I know.,I'm going to make a new beginning.,jemoka#1284,1611616925.0710611,432-3d39e-54f64
juliet,"o, mighty is the powerful grace that lies in world is wanna love that this is a thes going to give, world money.",Enquirer#7338,1611616933.3808758,432-3d39e-54f64
I'm going to make a new beginning.,doing what?,jemoka#1284,1611616942.7304604,432-3d39e-54f64
who is juliet?,"ah, now, over here.",jemoka#1284,1611616966.080848,432-3d39e-54f64
romeo,not with us.,Enquirer#7338,1611616974.8975234,432-3d39e-54f64
business,"you think you were a soldier, weren't you?",jemoka#1284,1611617007.2508392,432-3d39e-54f64
"help me, help science.",what is it?,jemoka#1284,1611617150.1978858,432-3d39e-54f64
1 2 3 4 5 6 7 8 9 0 9 8 7 6 5 4 3 2 1,"no, wait a minute.",jemoka#1284,1611617170.4709985,432-3d39e-54f64
minute,I'm sorry.,jemoka#1284,1611617186.4076934,432-3d39e-54f64
T-100s are going to come and kill you,I can't be going - -,jemoka#1284,1611617200.5576713,432-3d39e-54f64
I'm in love with the shape of you,what can I do?,jemoka#1284,1611617297.2886388,432-3d39e-54f64
(quite literally),"a suspect and the not only suspect, is the best thing your age.",jemoka#1284,1611617307.011023,432-3d39e-54f64
is killing my neighbor ethical,where you been?,quantumish#3800,1611617791.328699,432-3d39e-54f64
death is inevitable,I know.,quantumish#3800,1611617811.6742706,432-3d39e-54f64
test,I' ve got to see you.,zbuster05#8071,1611618260.9875622,432-3d39e-54f64
did you kill Henry?,I can't.,jemoka#1284,1611618269.7873816,432-3d39e-54f64
have you killed anyone before?,no.,jemoka#1284,1611619258.9539535,432-3d39e-54f64
that's very good.,"I'm sorry, it's just a little worried - -",jemoka#1284,1611619276.3741589,432-3d39e-54f64
Will it rain tomorrow?,if you don't mind.,jemoka#1284,1611621078.632919,432-3d39e-54f64
Great! Because i absolutely do not mind.,or something... could have you?,jemoka#1284,1611621105.2706633,432-3d39e-54f64
Scary,no.,jemoka#1284,1611621121.1272922,432-3d39e-54f64
Yes it is! What do you mean no?,I don't know.,jemoka#1284,1611621137.493992,432-3d39e-54f64
I don’t know seems to be all you say,"you can be very careful to real things, and you are married my son and I am not to see if you' ve been married.",jemoka#1284,1611621180.647124,432-3d39e-54f64
Fuck you man,yeah?,jemoka#1284,1611621221.2730672,432-3d39e-54f64
The best part is the app and I am so happy to see you on my email page to make it a bit easier for you and I am not sure if you are looking at the website and not a lot to me either I just don’t think it will work out right away,we' ve already made the decision.,jemoka#1284,1611621251.7343438,432-3d39e-54f64
Ok then nothing for me to do,I'm afraid so.,jemoka#1284,1611621289.1837468,432-3d39e-54f64
Well then... what do you think about death?,I don't know.,jemoka#1284,1611621364.6439416,432-3d39e-54f64
watch out!,I can't believe you made it!,zbuster05#8071,1611624912.1529474,432-3d39e-54f64
do you feel comfortable with the passive voice?,"no, I'm fine.",jemoka#1284,1611655048.1937056,432-3d39e-54f64
hello,"hello, sam.",autorice202#5914,1611657737.5269694,432-3d39e-54f64
my name's not sam,what?,autorice202#5914,1611657802.2836025,432-3d39e-54f64
my name's eric,what is it?,autorice202#5914,1611657840.7634296,432-3d39e-54f64
eric,oh!,autorice202#5914,1611657858.4197865,432-3d39e-54f64
how are you?,I'm okay.,autorice202#5914,1611657879.2567415,432-3d39e-54f64
what's my name?,I don't know.,autorice202#5914,1611657908.4066126,432-3d39e-54f64
e,what's with you?,Exr0n#1052,1611659751.207083,432-3d39e-54f64
what should i name my baby,nothing.,Enquirer#7338,1611659779.3800688,432-3d39e-54f64
two thirty,I think we should go.,jemoka#1284,1611662165.246328,432-3d39e-54f64
what time is it,two thirty.,autorice202#5914,1611662764.9097815,432-3d39e-54f64
what's your name?,I'm doing some company book from's husband.,autorice202#5914,1611662830.0497346,432-3d39e-54f64
tell me about your company book,it is.,autorice202#5914,1611662855.356478,432-3d39e-54f64
is it?,yeah.,autorice202#5914,1611662877.7997622,432-3d39e-54f64
cool,yeah?,autorice202#5914,1611662894.106443,432-3d39e-54f64
oh yeah,I'm sorry - I was just doing what you were doing in the case.,autorice202#5914,1611662923.969828,432-3d39e-54f64
what was I doing in the case?,six people.,autorice202#5914,1611662952.266274,432-3d39e-54f64
I have stomach pains today,hey.,jemoka#1284,1611675097.4285626,432-3d39e-54f64
hello,"hello, sam.",zbuster05#8071,1611687752.6204321,432-3d39e-54f64
My name isn't Sam.,I know.,zbuster05#8071,1611689697.4204116,432-3d39e-54f64
Why did you call me Sam then?,I'm sorry.,zbuster05#8071,1611689714.6604137,432-3d39e-54f64
"Ok, well thank you for apologizing.",thank you.,zbuster05#8071,1611689734.7904108,432-3d39e-54f64
apology accepted.,you're going to be good for one of us.,zbuster05#8071,1611689772.7604415,432-3d39e-54f64
one of you?,no.,zbuster05#8071,1611689788.6904,432-3d39e-54f64
what do you mean then?,"I mean, at this point, what would it do?",zbuster05#8071,1611689813.7862508,432-3d39e-54f64
Hello,"hello, is this?",jemoka#1284,1611761551.9632967,992-3d39e-a9296
I am Jack!,are you serious?,jemoka#1284,1611761567.2664013,992-3d39e-a9296
"Well, no. But my real name is not in your vocabulary.","I understand, sir.",jemoka#1284,1611761587.7402008,992-3d39e-a9296
"woah. Sudden deference, eh?",don't know.,jemoka#1284,1611761604.2400768,992-3d39e-a9296
What did you throw into the trash yesterday?,"that was right, sir.",jemoka#1284,1611761665.5729854,992-3d39e-a9296
What thing did you throw into the trash?,it is my the family.,jemoka#1284,1611761687.0798976,992-3d39e-a9296
What clues do we have with respect to European development?,"how about the fight that sound, sir?",jemoka#1284,1611761732.644245,992-3d39e-a9296
What did you eat?,nothing.,jemoka#1284,1611761756.2837868,992-3d39e-a9296
my husband and I have been fighting,"hi ohio,",jemoka#1284,1611761771.71987,992-3d39e-a9296
"I want to quit smoking, but I can't bring myself to start the process...",it's a lot to me.,jemoka#1284,1611761793.2230346,992-3d39e-a9296
cyberdyne systems,"you' ve got a saw a girl of that, of that game, you know?",compilerish#0400,1611769655.239115,992-3d39e-a9296
