parentID,replyID,parentHandle,replyHandle,parentText,replyText
1302972258034614273,1303084279337947137,realDonaldTrump,RealPeterJWagn1,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?",Shouldnt you be somewhere trashing our military and veterans?
1303012637064802306,1303084276271939591,realDonaldTrump,David39500605,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews Bone spurs will follow you for the rest of your life so just stop talking about the military like if you have honor or are a patriot. You failed this country
1302996272249548807,1303084275328262151,realDonaldTrump,RockoCalavasi,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","When everyone hates you and you can’t see it, you have a problem."
1302769466804252673,1303084275084951552,realDonaldTrump,360rabbit,"A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, &amp; Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!",Kind of like you tweeting out doctored photos trying to make Joe Look 20 years older?
1302972258034614273,1303084274711769088,realDonaldTrump,ajgraves14,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?","You do realize this ultimately falls on your watch, right?"
1302996272249548807,1303084273700872196,realDonaldTrump,badfish62315036,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",You must be very busy if everything you “hear” people say about requires a response on Twitter.
1302996272249548807,1303084271377080321,realDonaldTrump,Joey13251,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","Look at what the leader of a country spends his time on.

Also, drugs are starting to fly out of your nose at press conferences.

#TrumpMeltdown"
1302961482716639233,1303084270332841986,realDonaldTrump,MarkCuriale,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",You poor misguided psychopath.
1303006236078637064,1303084268961361921,realDonaldTrump,NeverTrumper20,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","You had 4 years to MAGA, you couldnt so now you want to blame everyone but you and you are telling ppl to reelect you to MAGA because you did such a shitty job the first time? You can't even make sense of your own damn debacle. Get the hell out of the White House, grifter."
1302970414394740736,1303084262917378048,realDonaldTrump,william94318444,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Wow
1300171130326716418,1303084261482917891,realDonaldTrump,debra_anzelone,The only way you will stop the violence in the high crime Democrat run cities is through strength!,"Yeah, pump that propaganda fake news, POTUS.  Michigan is doing fine since Gov. Gretchen Whitmore replaced the former Rep. Rick Synder that poisoned Flint children for personal finances, now scott-free.  No accountability GOP."
1303006236078637064,1303084259419226112,realDonaldTrump,Missjayette,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",You're insane.
1302961482716639233,1303084257586413574,realDonaldTrump,AW60,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",From who? Mickey Mouse? Cans of soup?
1303006236078637064,1303084257213141000,realDonaldTrump,NHyleck,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","Hey everybody next year will be awesome! Not right now though. You have to re-elect me and wait. Even though I’ve made a mess of things right now. Maybe I’ll figure it out in a second term? Probably not, since I’ve made no effort this term and really have no interest in trying."
1302969740374298624,1303084256424603648,realDonaldTrump,LeahJTheGreat,"Biden Underperforming! @OANN What else is new, the story of his life.","@OANN I'm voting for Biden/Harris. If you were smart, you would too. #BidenHarrisLandslide2020"
1302970414394740736,1303084251773050880,realDonaldTrump,VincentTracie1,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Except you lost 33 million first.  You are a complete failure.  #TrumpIsALiar
1302996272249548807,1303084251131379712,realDonaldTrump,SergeLCarrier,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",#NobodyLikesMe
1302996272249548807,1303084248056950786,realDonaldTrump,biagas_paul,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",COCAINE AND ADDERALL CRIMINAL PRESIDENT ... DONALD DUMP
1302970414394740736,1303084247691997187,realDonaldTrump,linguth,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Keep up those lies!
1302970414394740736,1303084245682921480,realDonaldTrump,LarryKn83275692,"10.6 Million Jobs Created In Just 4 Months, A Record!!!","188,000 American's dead because of your  incompetent handling of the coronavirus that's a Record and still counting"
1302970414394740736,1303084244999176192,realDonaldTrump,MephsM,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Nice try....
1302970414394740736,1303084240452685824,realDonaldTrump,liberty76er,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",you are the best!  Keep up the good fight!
1302996272249548807,1303084239882055680,realDonaldTrump,Webby14493103,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",Take a look in the mirror to see an even bigger jerk.
1302961482716639233,1303084237340504070,realDonaldTrump,williamftomasic,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",and I bet those marks came from----- you guessed it DONALD TRUMP SR.
1302996272249548807,1303084236551979013,realDonaldTrump,atlsk847,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",Need a reminder? Here’s your own words you lying dangerous megalomaniac! 🚫🧠🦧
1302961482716639233,1303084232051490818,realDonaldTrump,anajones33,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Is that (Plus) for like an extra strength option? 🤪🤪👎
1303012637064802306,1303084230658994181,realDonaldTrump,PileThick,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews
1303012637064802306,1303084230109323266,realDonaldTrump,CorinneAlice2,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews While in Europe commemorating the end of WWI, he didn't attend the ceremony at a US cemetery due to the rain -- other world leaders went anyway (Nov 10, 2018)"
1302961482716639233,1303084222748528642,realDonaldTrump,leylamarchetto,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",You’re delusional
1302996272249548807,1303084219132911617,realDonaldTrump,Urtoez75_2,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","Dude, you dawn over Kimmy like a teenager in love. He’s so dreamy to you."
1303012637064802306,1303084216251568130,realDonaldTrump,mhesham52628994,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews WORDS Are Cheep ! Actions Speaks.TRUMP’ Actions ; 1. Humiliated and Demeaned Veteran John McCain at Every Chance . 2Trump FIRED The 5 Exceptional Generals Who Worked For Him. 3.Trump TOOK The Money 💰For MILITARY Families Housing To Build a WALL. 4.Dismissed The Fallen Soldiers
1302449457045426178,1303084211092373504,realDonaldTrump,Meckman421Mike,"Wish I could join you, but totally focused on November 3rd. Thank you! #MAGA","Cont... Less then 20,000 people dead, and you would be so far a head in the polls you could screw Stormy Daniels on White House Lawn and still win the election. If only. No matter how much I dispose things you to people of this country i wish you had done your DUTY."
1303012637064802306,1303084204171890688,realDonaldTrump,EfelRaymond,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews Cry baby.. Yeah right.. Like I'll believe anything coming from Breitbart, a racist organisation.."
1303006236078637064,1303084203802849280,realDonaldTrump,BBalowsky,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","You’re so full of sh*t!! I HOPE Letitia James is ready for your games when you leave OUR White House in Jan. 20, 2921!! GTFOOH!!!"
1302961482716639233,1303084201063804928,realDonaldTrump,remjaney,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",A big fat zero for #FailureTrump for his Alternate Reality and Facts. #LiarTrump go face the Americans who lost loved ones and families and ask them what they think of your handling the Virus. Self assessment and promotion is a cover for MASSIVE FAILURE!
1302946213608685568,1303084198824218624,realDonaldTrump,freethinkingchk,A so-called peaceful protest!,"@Readingbeauty3 Wow - of course this account retweeting by Trump was suspended.  For what?  Posting the truth?  Fight back and #BlockAds .  I’m blocking all except DUCK DUCK GO, the Google Alternative."
1303006236078637064,1303084197230321664,realDonaldTrump,LupineS0u,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",I think you mean most unstable economy since the stock market crashed? Its ok we know the truth.
1302970414394740736,1303084195481255936,realDonaldTrump,SilviaxLej,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",The only ones stupid enough to buy into your spin is your cult followers
1302961482716639233,1303084195183562755,realDonaldTrump,mariab_65,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Liar liar pants on fire 🤥 #TrumpLiesPeopleDie
1303006236078637064,1303084193837187072,realDonaldTrump,paul_beaudry,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","Are you at 190,000 dead yet under your incompetent watch?"
1302769466804252673,1303084191727443969,realDonaldTrump,DerickChifukula,"A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, &amp; Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!",So what's your take on that?
1303012637064802306,1303084185947521025,realDonaldTrump,CorinneAlice2,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews He canceled an Arlington Cemetery visit on Veterans Day due to light rain (Nov 12, 2018)"
1302961482716639233,1303084179354247172,realDonaldTrump,TruthJoyLove,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Liar
1303006236078637064,1303084178792157185,realDonaldTrump,MzzBee47,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",#ridinwithbiden #joebiden2020 #joestheman #biden2020 #BidenHarris2020 #BidenHarrisLandslide2020 #BidenHarris2020ToSaveAmerica #TeamBidenHarris #TrumpIsATraitor #TrumpVirusDeathToll193K #TrumpIsNotWell #TrumpIsANationalDisgrace #LiarInChief
1302601868313538560,1303084176288014336,realDonaldTrump,batailleseyes,"The Democrats, together with the corrupt Fake News Media, have launched a massive Disinformation Campaign the likes of which has never been seen before. They will say anything, like their recent lies about me and the Military, and hope that it sticks... But #MAGA gets it!","You denied calling John McCain who was a Vietnam Nam War Hero (remember that war, the one you got out of by having 6 deferments and a bogus story about bone Spurs in your feet) you called him a “loser” and here is the proof that you did"
1303006236078637064,1303084175642316800,realDonaldTrump,BidenBidenBiden,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!","LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

LIE

#LIAR"
1302970414394740736,1303084175541633029,realDonaldTrump,MikeBas91943751,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Only 22 million jobs lost. You’ve done good!
1302961482716639233,1303084174262366211,realDonaldTrump,rdkelly16,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","Starting?? 😂 200,000 dead. You Idiot"
1302961482716639233,1303084173591183360,realDonaldTrump,fjordwatch,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",times are changing
1302970414394740736,1303084171552854021,realDonaldTrump,TruthMa74804306,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",How many jobs were lost in previous 4 months? Are you taking Americans for fools and idiots?
1302961482716639233,1303084171024371714,realDonaldTrump,Jimplus3,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","You were right, again, Sir. The China virus is a hoax. Every four years is a presidential election and every three years in between is a new virus. 🇺🇸🇺🇸🇺🇸🇺🇸"
1302769466804252673,1303084170571325441,realDonaldTrump,OneCynicalGuy,"A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, &amp; Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!","#TrumpVirusDeathToll193K That's your playbook #MangoMussolini No plan, just golf"
1302964489806139392,1303084166876200960,realDonaldTrump,djschaf43,"Will be having a Labor Day News Conference today at the White House, 1:00 P.M. Jobs number, and the Economic comeback, are looking GREAT. Happy Labor Day!",Liar liar liar... it was a rally
1302559362771292160,1303084164946821123,realDonaldTrump,BenzingMelody,"Steve Jobs would not be happy that his wife is wasting  money he left her on a failing Radical Left Magazine that is run by a con man (Goldberg) and spews FAKE NEWS &amp; HATE. Call her, write her, let her know how you feel!!!",Now who is the thug. You are intimidating with your pie in the sky followers.
1302972258034614273,1303084161406832643,realDonaldTrump,onetufvol_a,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?","No - all lead by a President only trying to buy votes.   This is not Russia, China or Ukraine"
1302970414394740736,1303084156750979072,realDonaldTrump,Beverlyb11,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",These are not new jobs. These are employees coming back because their is reactivated
1302945089963126789,1303084156507873283,realDonaldTrump,YYokovich,Thank you!,Charge the police with crimes and the protesters will go home? Super easy
1302961482716639233,1303084154700128259,realDonaldTrump,albrecht72,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",You're a fucking moron.
1302996272249548807,1303084154024730624,realDonaldTrump,xmasmartin,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",Well you were so obviously in love with the idea of being a dictator. Your longing looks weren't love - they were jealousy.
1303012637064802306,1303084153949376515,realDonaldTrump,JoeRomo10,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews Doesn’t Zach have a huge government contract for masks???

You are such a shitty person."
1302969740374298624,1303084148504981504,realDonaldTrump,davebutts1983,"Biden Underperforming! @OANN What else is new, the story of his life.",@OANN You’re projecting again.
1302970414394740736,1303084146625925120,realDonaldTrump,Ramila67,"10.6 Million Jobs Created In Just 4 Months, A Record!!!","Calling soldiers that died protecting our freedoms “Losers” and “Suckers” is rich coming from a draft dodger!
You have lashed out viciously at women, minorities, the disabled, and veterans. You are a small, vicious, and despicable man, who dishonors everything he touches?"
1302961482716639233,1303084144658976769,realDonaldTrump,pragmaticOHguy,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","Canada's death rate per million is half the US rate; Germany and Austria's deaths per million  is 1/5 our rate, and Japan's death rate per million is a fraction of ours. Your leadership has been a disaster for us. 190,000 deaths!"
1302996272249548807,1303084144591732738,realDonaldTrump,atWeTheSheeple,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",Sarcasm - the lowest form of wit.
1302970414394740736,1303084143417454594,realDonaldTrump,NeverAHandmaid,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Pales in comparison to the record job loss thanks to your incompetence.
1302961482716639233,1303084143237095425,realDonaldTrump,c_ctweets,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Delusional
1302972258034614273,1303084142414852096,realDonaldTrump,artc053,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?",I got the sad picture
1302961482716639233,1303084142385561600,realDonaldTrump,justsay69106232,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","Your staff needs to get a backbone and stop lying to you!! Nothing in this tweet is true! Vaccines not coming soon, but Trump should be the first to be injected with the vaccine, then his adult children and corrupt WH!!"
1302769466804252673,1303084140246560773,realDonaldTrump,TerryBrigman,"A massive Disinformation Campaign is going on by the Democrats, their partner, the Fake News Media, &amp; Big Tech. They create false stories and then push them like has never been done before, even beyond the 2016 Campaign. It imperils our Country, and must stop now. Victory 2020!",And trump never lies 🤮
1302961482716639233,1303084139793575937,realDonaldTrump,doctorsans,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","VERY high marks...compared to other countries????
US has 4% of world population and 25% of Covid cases."
1302964489806139392,1303084138233294850,realDonaldTrump,Tam_Resist,"Will be having a Labor Day News Conference today at the White House, 1:00 P.M. Jobs number, and the Economic comeback, are looking GREAT. Happy Labor Day!","#trumpRecession
#TrumpIsATraitor 
#TrumpMadeInChina 
#TrumpHatesOurVeterans"
1302961482716639233,1303084134441652226,realDonaldTrump,RebeccaMcgrew10,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",I believe Biden had something to do with the virus getting to America so people would be mad at President Trump and vote for him not me Trump 2020
1303006236078637064,1303084131908087808,realDonaldTrump,tomsmythe,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",It was also the fastest economy crash in history. Basically what you can expect from an impeached moron.
1302961482716639233,1303084131191009280,realDonaldTrump,GregCannon17,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!","High marks? From who? Surely not the 189,000 dead thanks to your failed response"
1303006236078637064,1303084131115585536,realDonaldTrump,Bobby92385174,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",Remember everyone if trump wins the election was rigged. He has been saying the election is rigged for months. Remember this
1302970414394740736,1303084130909990913,realDonaldTrump,GreasySwede1,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",#TrumpIsAnIdiot #TrumpIsATraitor #TrumpVirusDeathToll193K #EconomyCrisis
1302972258034614273,1303084126489239552,realDonaldTrump,archeo1224,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?","Your are ""president"" of the UNITED STATES. You represent and work for ALL of America. Your divisive speech just proves that you are unfit to continue in your current role. November will solve that problem, and your past actions of tax evasion and bank fraud will take you down."
1302700900272738305,1303084126392774657,realDonaldTrump,bindrim3,Our Economy and Jobs are doing really well. Next Year will be a Record Setter. Stay Tuned!,You betcha...  because you’ll be cheating at golf in Mar a Lago.
1303012637064802306,1303084126355034112,realDonaldTrump,brandijones920,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews Intelligent people know breirbart is not a reputable news source. Find another source that’s sole function isn’t kissing your ass and maybe people will believe you
1302996272249548807,1303084124157227009,realDonaldTrump,SaftyInNumbers,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!",THIS is ’s FAULT!
1302961482716639233,1303084121950912514,realDonaldTrump,ironmanpetey,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",This is a LIE.   Your ratings on management of this virus are profoundly poor.
1302961482716639233,1303084114690469888,realDonaldTrump,SublimeChick,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Very high marks from whom ? The grim reaper!
1302996272249548807,1303084108512280577,realDonaldTrump,Nelson_Raver,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","No, you have shown that you LOVE dictators for their power over other people irrespective of the pain you cause. It's all about you trying to please your cowardly father and cowardly spineless grandfather"
1303012637064802306,1303084108059488259,realDonaldTrump,suzie_wong_86,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews  👇🏼
1302449457045426178,1303084104309710848,realDonaldTrump,kayrreese,"Wish I could join you, but totally focused on November 3rd. Thank you! #MAGA","#TrumpVirusDeathToll193K 
#TrumpFailed 
#VoteBlueToEndThisNightmare"
1302969740374298624,1303084100002119681,realDonaldTrump,CKrawczonek,"Biden Underperforming! @OANN What else is new, the story of his life.",@OANN
1302961482716639233,1303084095736549376,realDonaldTrump,AW60,"Starting to get VERY high marks in our handling of the Coronavirus (China Virus), especially when compared to other countries and areas of the world. Now the Vaccines (Plus) are coming, and fast!",Florida has more cases than all of Europe.
1303012637064802306,1303084095346413568,realDonaldTrump,Ramila67,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!","@BreitbartNews Calling soldiers that died protecting our freedoms “Losers” and “Suckers” is rich coming from a draft dodger!
You have lashed out viciously at women, minorities, the disabled, and veterans. You are a small, vicious, and despicable man, who dishonors everything he touches?"
1302970414394740736,1303084090007203841,realDonaldTrump,WOsrin,"10.6 Million Jobs Created In Just 4 Months, A Record!!!",Really? Have bukakke Queen Spermbucket @kayleighmcenany read you this at bedtime
1302996272249548807,1303084088480284673,realDonaldTrump,TheOtherCoulter,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!","Yeah- just love your ""foreign policy"" with two of the worst:  China and Russia.  And you haven't done shit with either.  ALL smoke and mirrors- and NOTHING better than 4 years ago.  Worse still, you STILL kiss Russia's ass.  #Putin OWNS your COMPROMISED a$$. #LOANS"
1303012637064802306,1303084085708034050,realDonaldTrump,Greendale61,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump  via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",@BreitbartNews Fuentes is under investigation for selling bum masks to the government. Hope there’s no quid pro quo.
1303006236078637064,1303084081891233793,realDonaldTrump,AlmuthafknBrown,"Biggest &amp; Fastest Financial Recovery In History. Next year will be BEST EVER, unless a very Sleepy person becomes President and massively raises your taxes - In which case, CRASH!",Just collapsed 3.7%!!!
1302972258034614273,1303084081194835968,realDonaldTrump,JMewbourne,"Rochester N.Y., Brooklyn N.Y., Portland - All had bad nights, all weakly run by Radical Left Democrat Governors and Mayors! Get the picture?",You are a horrible person. Got it.
