questionID,questionUrl,questionTitle,therapistName,questionText,answerText
55711873a03de6c365f45bbb,https://counselchat.com/questions/about-a-year-ago-i-found-out-my-husband-had-cheated-on-me,About a year ago I found out my husband had cheated on me.,Danielle Alvarez,"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.
However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55717c13a03de6c365f45be9,https://counselchat.com/questions/sleeping-anger-and-anxiety,"Sleeping, Anger and Anxiety",Danielle Alvarez,"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5571cff7a03de6c365f45bff,https://counselchat.com/questions/i-m-losing-my-husband-because-my-lack-of-sex-drive,I'm losing my husband because my lack of sex drive,Danielle Alvarez,"I have no sex drive due to medical issues. I’ve shut down completely and closed everyone out. I’ve even told my husband that I wanted a divorce since that’s what I thought he wanted to hear. However, it devastated me when I learned he's seeing someone else.
I’ve since told him that I wanted to work things out but he’s not sure I actually mean it. He thinks the only reason I want him back is because I’m jealous.  How do I show him I’m serious?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55717c13a03de6c365f45be9,https://counselchat.com/questions/sleeping-anger-and-anxiety,"Sleeping, Anger and Anxiety",Keisha Helms,"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557136aaa03de6c365f45bd5,https://counselchat.com/questions/i-need-help-of-letting-go-of-a-man-who-hurt-me-but-it-s-so-hard-how-do-i-do-it,I need help of letting go of a man who hurt me but it’s so hard. How do I do it?,Danielle Alvarez,,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55725709a03de6c365f45c37,https://counselchat.com/questions/my-parents-are-threatening-to-get-rid-of-the-only-things-i-still-care-about,My parents are threatening to get rid of the only things I still care about,"Kristi King-Morgan, LMSW","The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55723d8aa03de6c365f45c31,https://counselchat.com/questions/my-girlfriend-broke-up-with-me-but-i-want-her-back-what-do-i-do,My girlfriend broke up with me but I want her back.  What do I do?,"Kristi King-Morgan, LMSW","Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together.
It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again.
Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her.
Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me.
The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5572e7a4a03de6c365f45c58,https://counselchat.com/questions/i-endured-sexual-and-physical-abuse-by-my-brother-as-child,I endured sexual and physical abuse by my brother as child,"Kristi King-Morgan, LMSW",Now I have anger and trust issues. How can I treat this and fix myself?,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55723117a03de6c365f45c1a,https://counselchat.com/questions/how-can-i-get-people-to-listen,How can I get people to listen?,Keisha Helms,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
556bfebbc969ba5861709e00,https://counselchat.com/questions/dealing-with-an-unfaithful-and-judgmental-significant-other,Dealing with an unfaithful and judgmental significant other,Rebecca Duellman,"I have been with this guy on and off for 8 years. At first, we used to do things together and our sex life was ok. Then things started to change, we'd break up and reconnect, and he cheated on me numerous times.  We've also had two beautiful baby girls during this time. Now we argue and he says I am not affectionate at all or I don't know how to please a man, when I work part-time, take care of a 2 year old and a 5 month old and cook. Sometimes he cooks, but he also spends a lot of time on the internet. In addition, I have 2 boys and he has 1 son. I feel somewhere I have lost something. It's not that I don’t care, I truly love this guy, but I'm just tired of being the one who is always being judged. Please, I am in need of a Christian counselor to help us because I really need to speak to someone.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5571f074a03de6c365f45c0e,https://counselchat.com/questions/how-can-i-control-my-sexual-urges,How can I control my sexual urges?,"Kristi King-Morgan, LMSW",,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579d748a9732755160c6a6b,https://counselchat.com/questions/how-do-i-deal-with-my-son-s-violent-thoughts-and-dreams,How do I deal with my son's violent thoughts and dreams?,Jorge Tovar,"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579b477a9732755160c6a52,https://counselchat.com/questions/i-m-experiencing-panic-attacks-when-i-m-physically-separated-from-my-girlfriend,I'm experiencing panic attacks when I'm physically separated from my girlfriend,Danielle Alvarez,"Whenever I leave my girlfriend I get panic attacks. I'm taking medications to control them, but I'm thinking of moving in with her since I get so anxious.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557a0f0ca9732755160c6ab9,https://counselchat.com/questions/how-can-i-see-my-base-doctor-without-my-id,How can I see my base doctor without my ID?,Danielle Alvarez,I need to get on base to see my doctor. My ID card was in my wallet which was stolen. I’m unable to reach my husband at this time. He is only one who can take me on base in order to get a new ID so I can continue to see doctor. Is there anything I can do?,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557a4477a9732755160c6ad4,https://counselchat.com/questions/when-should-i-give-up-on-a-relationship,When should I give up on a relationship?,Danielle Alvarez,"I’ve known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since I lived out of state. I planned to move in with him in 2014 after I finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, I found out that I was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After I gave him money, he quit answering my phone calls and texts. 

Soon after, I experienced a miscarriage. I texted him about what had happened, and he didn’t seem to care. I was extremely hurt by this. I still decided to move back as I had originally planned. He helped me with the move and replaced the money I had lent him. During this time, I asked if he wanted to be in this relationship because I needed to know. Although he says he did, I hardly ever see him. He never got a job, which was in the original plan.  

After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, I cut all ties with the former relationship I had been in. I thought he had too. But I found out that he did not attempt to do as I did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When I confronted him about this, he wasn’t apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I don’t know what to do.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557a3994a9732755160c6ac8,https://counselchat.com/questions/how-do-i-cope-and-rebuild-my-life-after-ending-an-11-year-abusive-marriage,How do I cope and rebuild my life after ending an 11 year abusive marriage?,"Kristi King-Morgan, LMSW","I am going through a divorce from a narcissistic sociopath who left me for another woman after mentally and emotionally abusing me for 11 years. I have moved to a different state and after giving up my successful business am working as a server at a restaurant. I’m coping as best as I can. Is it normal and healthy to not adapt as quickly and be as strong as I think I should be? I am astounded at his cruelty and how much he doesn't care, as well as most other people in my life. I feel like I don't exist to anyone anymore as there is no contact from anyone who I thought cared about me. My brother just said no to lending me a few hundred dollars for me to live on. I am losing faith in humanity itself.","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579df8da9732755160c6a7f,https://counselchat.com/questions/i-m-going-through-depression-right-now-and-my-relationship-is-suffering,I'm going through depression right now and my relationship is suffering,Keisha Helms,"I've been married for 3 years and I have two kids. During my 3-years married, my husband cheated on me twice.  The second time really got to me and at my lowest I hurt him back. We aren't communicating as well as I would like. What do I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579e690a9732755160c6a88,https://counselchat.com/questions/how-can-i-let-go-of-my-dream-wedding,How can I let go of my dream wedding?,Danielle Alvarez,"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose. 
When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too.
I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling.
We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds.  I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted.
I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen.
I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset.
I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed. 
Why can't I move on?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557c45aeb1b211b80376b60e,https://counselchat.com/questions/how-do-i-stop-grieving-my-mother-s-death,How do I stop grieving my mother’s death?,"Kristi King-Morgan, LMSW",What can I do to stop grieving my mother’s death?  When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her.  Will I ever stop crying? It’s been 3 years.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557c72f7b1b211b80376b623,https://counselchat.com/questions/where-does-a-child-go-for-help,Where does a child go for help?,Danielle Alvarez,"I'm having issues with my relative. The police never believe the experiences I have been through because I am only a kid. 

I've even had trouble trying to reach a therapist because I said I wanted to get an adult to help me. Could you please give me advice?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557ddc62b1b211b80376b675,https://counselchat.com/questions/how-do-i-fix-my-marriage,How do I fix my marriage?,Rebecca Duellman,My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce. Should I fight for my family (daughter and wife)?,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557dba0bb1b211b80376b66e,https://counselchat.com/questions/how-do-i-find-happiness-after-my-boyfriend-passed-away,How do I find happiness after my boyfriend passed away?,Danielle Alvarez,I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557da2e6b1b211b80376b660,https://counselchat.com/questions/how-do-i-remember-and-deal-with-things-i-did-as-a-kid,How do I remember and deal with things I did as a kid?,Danielle Alvarez,I did some horrible sexual things as a kid and I regret everything. Can someone help me cope with myself? Can someone help me remember my past?,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557d6304b1b211b80376b65a,https://counselchat.com/questions/how-do-i-choose-between-two-guys,How do I choose between two guys?,Keisha Helms,"I have been with a guy for 4 years,  he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557f06d6b1b211b80376b6ab,https://counselchat.com/questions/what-should-i-do-if-my-boyfriend-can-t-get-over-my-past,What should I do if my boyfriend can't get over my past?,"Kristi King-Morgan, LMSW",My boyfriend can't get over my promiscuous past. He says he loves me  but says the thought of my past is disgusting and a sexual distraction. He says he should have had more sex with different people. I don't know how to handle this.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557e7259b1b211b80376b69e,https://counselchat.com/questions/i-feel-like-i-could-never-be-with-anyone-because-no-one-would-want-me,I feel like I could never be with anyone because no one would want me,Danielle Alvarez,What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55806432a29507431fcd9ebe,https://counselchat.com/questions/how-do-i-stop-my-step-child-from-hurting-my-biological-child,How do I stop my step child from hurting my biological child?,Danielle Alvarez,"What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl? This has been going on for 4 years. The boy tells my daughter not to tell on him. He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall. I am afraid for my daughters safety!","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579c6a0a9732755160c6a5d,https://counselchat.com/questions/how-do-i-deal-with-a-weird-fetish-i-m-afraid-of-opening-up-about,How do I deal with a weird fetish I'm afraid of opening up about?,"Kristi King-Morgan, LMSW",I have this weird fetish that I'm afraid to open up about it. What should I do?,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557a0ebca9732755160c6ab5,https://counselchat.com/questions/what-can-i-do-if-my-coworkers-accuse-me-of-mood-swings,What can I do if my coworkers accuse me of mood swings?,Rebecca Duellman,"My coworkers are making false statements about me to the boss, saying I have mood swings. They have no proof to back it up. Can my employer make me see a therapist of their choice?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557cbd57b1b211b80376b631,https://counselchat.com/questions/how-do-i-deal-with-depression,How do I deal with depression?,Rebecca Duellman,I'm in a state of depression right now. Who can I talk to? I've been sick in a lot of pain and crying. Don't know where to turn.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557b86f6b1b211b80376b5d9,https://counselchat.com/questions/what-can-i-do-if-my-parents-refuse-to-acknowledge-my-anxiety-and-self-confidence-issues,What can I do if my parents refuse to acknowledge my anxiety and self-confidence issues?,Danielle Alvarez,"My dad refuses to acknowledge my anxieties about going to parties, dinners, etc. Whenever I have an opinion it gets shut down. My mom and everyone else behaves likewise. For my father who heads a company, this is normal. He has to be right all the time. He blatantly refuses to even try to see it from my angle. 

Recently however, it's been getting to the point where I feel pressured and unable to speak my mind. It isn't possible for me to get professional one-on-one help. He tells me to grow a pair and get over it. I recently have been developing more severe body image and self-confidence issues, which I have had all my life. I feel invalidated by my dad.  I have been more paranoid lately as well. I can't turn on location services anymore on my phone because of a past incident. He makes me feel guilty about it.  I feel rather worthless more often than not, unfortunately.  What do I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557f8f3aa29507431fcd9e78,https://counselchat.com/questions/how-do-i-overcome-being-jealous-of-my-boyfriends-mother,How do I overcome being jealous of my boyfriends mother?,Danielle Alvarez,,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5579c504a9732755160c6a58,https://counselchat.com/questions/any-suggestions-for-erection-problems,Any suggestions for erection problems?,Keisha Helms,I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557fc9c3a29507431fcd9e9e,https://counselchat.com/questions/how-do-i-move-on-from-my-husband-s-cheating,How do I move on from my husband's cheating?,Danielle Alvarez,My husband cheated on me and it hurt me very bad. It was a time when my health was poor. I'm have a hard time moving on.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
557f2508a29507431fcd9df0,https://counselchat.com/questions/why-do-i-keep-getting-with-men-that-emotionally-abuse-me,Why do I keep getting with men that emotionally abuse me?,"Kristi King-Morgan, LMSW","I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.
How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
5581331ea29507431fcd9f20,https://counselchat.com/questions/how-can-i-determine-if-i-should-be-a-boy-or-girl,How can I determine if I should be a boy or girl?,"Kristi King-Morgan, LMSW",I feel like I would be more comfortable as a girl even though I still like girls. I think I'm like a girl stuck in a guy body. I imagine myself as a girl too. I think this more because my friends say that if I was a girl I would be a hot looking one. And I don't care about having boobs or anything. I just feel like the way that I do act will make more sense if I was a girl.,"What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55816eaba29507431fcd9f2a,https://counselchat.com/questions/how-do-i-get-over-anxiety-depression-and-isolation,"How do I get over anxiety, depression, and isolation?","Kristi King-Morgan, LMSW","I've have lived for sometime with depression but things have gotten a lot better, but why is it so hard to get over anxiety and social isolation?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
55849048e1d57a380899c160,https://counselchat.com/questions/what-do-i-do-about-a-cousin-who-makes-me-feel-belittled-insecure-and-frustrated,"What do I do about a cousin who makes me feel belittled, insecure and frustrated?",Rebecca Duellman,"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed. 

I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship. 

What can I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother."
